user_id,0,1,2,3,4,email_clicked
525fea18-db1c-451d-9902-469ad4718e13,178,613,526,369,403,[]
525ff28d-2d28-4cf2-a4d8-468bd4718e13,178,526,369,613,403,[]
5260234c-9878-4d49-9d26-46b2d4718e13,488,653,162,248,428,[]
5260f967-7d74-4f6e-9deb-4b7fd4718e13,25,220,585,454,552,[]
526131a8-dbc8-401b-989a-44afd4718e13,526,105,414,324,322,[]
526132a9-4280-4cc4-a2d8-42acd4718e13,105,554,651,438,414,[]
526640ab-ebd8-4593-9749-4002d4718e13,178,403,488,49,369,[]
52698ff9-0470-47c7-b027-d9c9d4718e13,309,304,266,286,706,[]
5283a1d7-dae0-4d34-b38f-493cd4718e13,86,355,494,344,158,[]
5283aeaa-d9e4-46ec-a318-3a1ed4718e13,86,355,494,344,719,[]
5285d0df-8e34-4eed-8e5f-4ecdd4718e13,355,86,494,344,719,[]
52860e54-2358-4862-a854-47b5d4718e13,355,86,158,494,249,[]
528de178-be0c-4af4-9324-4fc8d4718e13,554,651,105,329,438,[]
528f575a-c6a8-4fdb-9bd7-4662d4718e13,437,52,194,257,105,[]
5294828a-9ac8-4f9e-8f75-4b14d4718e13,105,554,414,526,498,[]
529492c1-d5c8-48d0-b411-4410d4718e13,613,309,220,304,266,[]
52949cdf-6860-496a-83e1-4e3bd4718e13,86,158,355,248,640,[]
5294de89-09e8-482f-899e-4cfcd4718e13,105,437,554,498,414,[]
5295c09f-6f3c-479f-9407-46b8d4718e13,488,653,162,521,325,[]
5296fe22-a518-48c8-96bd-42e0d4718e13,309,286,304,112,266,[]
5298c2bc-7e58-4bef-9644-4607d4718e13,309,304,286,266,706,[]
5298c7b1-1aa4-4fe3-b8d6-412bd4718e13,355,86,344,494,719,[]
5298c8f2-2970-4d88-bc92-41e6d4718e13,105,554,414,526,498,[]
529b4474-3e0c-4090-8606-4519d4718e13,178,526,613,403,369,[]
529c3b23-0828-4903-9f75-4950d4718e13,86,355,494,344,158,[]
529c4713-0df0-4723-bb42-410cd4718e13,309,304,266,286,220,[]
529c56ba-5694-4862-8123-402ed4718e13,554,651,105,344,329,[]
529c5ee3-915c-479f-a7cf-427bd4718e13,220,309,613,304,266,[]
529dd13e-a880-4ef0-bf1a-4d84d4718e13,526,178,369,386,324,[]
52a0b0e9-0284-488a-a2be-4c43d4718e13,162,488,178,324,604,[]
52a1a6d3-39d0-457b-aeaf-416ed4718e13,162,223,715,604,634,[]
52a1c6e3-3fb4-4b34-9530-4c9bd4718e13,249,719,174,585,568,[]
52a1e381-8f04-422e-85f1-400ed4718e13,585,249,25,355,454,[]
52a2ba39-953c-4ca7-a2ae-4c9ed4718e13,309,304,266,286,220,[]
52a5b282-fbdc-42de-ae5f-4124d4718e13,162,488,223,604,715,[]
52a5e465-2b54-4275-a11a-407bd4718e13,488,162,604,223,49,[]
52a6e2f2-c948-4be4-915f-447ed4718e13,86,355,158,494,248,[]
52a6fff7-b4fc-4a73-90c2-4d71d4718e13,178,526,613,369,403,[]
52a7021a-5dac-4c41-add0-4db7d4718e13,488,25,190,653,454,[]
52a71c04-4818-4ac6-9d91-4c14d4718e13,162,488,223,604,715,[]
52a73f7b-fca4-43fd-9383-44ced4718e13,613,526,178,422,309,[]
52a74a17-f26c-4c98-be5c-4f8bd4718e13,585,25,249,454,534,[]
52a81864-567c-4110-9c59-476ed4718e13,488,178,403,49,162,[]
52a835a7-f018-4618-aab8-4f04d4718e13,526,178,369,386,324,[]
52a84234-8c00-440b-9630-44fed4718e13,178,613,526,369,403,[]
52a8939e-ea3c-4a82-9f9a-4b0fd4718e13,162,324,223,604,715,[]
52a9d586-d7a0-43f0-a3e9-4d64d4718e13,105,526,324,414,498,[]
52ab0a8b-5498-41a5-9bae-2b33d4718e13,286,568,112,719,132,[]
52aee82a-0470-46f7-b140-4c4ed4718e13,248,488,158,312,653,[]
52aeecb9-a2cc-4acd-a207-4f78d4718e13,344,86,355,494,437,[]
52b04720-5cf4-4b40-9ad3-48aed4718e13,355,86,158,248,249,[]
52b3fe26-61e8-4d11-93e0-4035d4718e13,162,634,223,715,52,[]
52c2e6ff-dc40-4d75-9875-429ed4718e13,178,613,526,369,403,[]
52c59f63-d684-4983-adeb-4273d4718e13,25,488,585,454,653,[]
52ceb7e4-f064-4ab6-b8c0-430dd4718e13,309,304,286,266,706,[]
52d01965-f260-41e3-aa9b-40cdd4718e13,488,653,248,325,25,[]
52d95981-254c-4108-9038-493ed4718e13,309,304,266,286,706,[]
52de8c01-714c-4e67-8eab-4721d4718e13,105,554,437,414,498,[]
52e0efc5-676c-4f57-9f45-4377d4718e13,309,304,266,286,706,[]
52e21c7f-6c58-40aa-bf06-9317d4718e13,554,651,286,112,309,[]
52e28dc9-3df0-4c68-8c0e-4acbd4718e13,554,651,344,105,437,[]
52e2984e-76e0-457d-95bc-4bb5d4718e13,613,220,309,304,422,[]
52e7940d-2478-4ad2-abd2-4a8dd4718e13,309,304,266,286,706,[]
52e799c4-cccc-44cd-9b41-40cad4718e13,309,304,266,286,706,[]
52f0cd02-1588-409f-aa30-4928d4718e13,105,554,414,526,498,[]
52f0fc6f-a04c-441c-a737-4b78d4718e13,86,355,344,494,158,[]
52f12121-1168-4b4b-aa69-4905d4718e13,355,249,585,86,158,[]
52f224a9-2384-499b-a474-4303d4718e13,634,52,437,162,223,[]
52f4da04-f9a0-4974-b093-4701d4718e13,526,309,105,304,93,[]
53063262-91dc-4f83-a2b9-4d6fd4718e13,162,223,715,604,634,[]
530b4578-38c4-4567-b583-4b24d4718e13,162,488,223,604,715,[]
530f2b8c-9ee8-48c7-92d8-41a1d4718e13,344,86,355,554,651,[]
5314613e-7e74-4631-a2cb-4c77d4718e13,286,112,132,568,719,[]
5314d9d2-2ee4-49de-acef-46dfd4718e13,178,526,369,324,386,[]
5315a252-a50c-4157-8782-485ed4718e13,105,554,526,309,651,[]
531ed128-d5c4-41ed-aa36-4798d4718e13,568,347,286,719,174,[]
532199b9-eaa4-465b-a268-4fded4718e13,309,304,266,286,706,[]
5321e052-aa8c-454d-8e5d-4f9dd4718e13,488,653,325,25,521,[]
5326f148-ef50-4dc9-93dc-47e2d4718e13,178,613,526,369,422,[]
53281c05-e36c-4aec-8d9f-4537d4718e13,344,86,355,651,494,[]
53285415-3e34-41a0-820d-473ad4718e13,105,554,651,414,437,[]
532a4687-92a4-4b5b-9d92-4f05d4718e13,355,86,158,249,248,[]
532a8344-58a0-4b28-bd66-4946d4718e13,568,719,174,347,249,[]
532c48cf-ec30-42ab-aac3-45c0d4718e13,162,324,223,604,715,[]
5335567c-21f0-4aed-95d5-4285d4718e13,178,403,613,488,190,[]
