user_id,0,1,2,3,4,email_clicked
525fea18-db1c-451d-9902-469ad4718e13,473,683,582,450,322,[]
525ff28d-2d28-4cf2-a4d8-468bd4718e13,452,200,623,18,195,[]
5260234c-9878-4d49-9d26-46b2d4718e13,244,61,200,380,174,[]
5260f967-7d74-4f6e-9deb-4b7fd4718e13,41,154,279,402,150,[]
526131a8-dbc8-401b-989a-44afd4718e13,445,452,226,479,332,[]
526132a9-4280-4cc4-a2d8-42acd4718e13,276,122,56,443,377,[]
526640ab-ebd8-4593-9749-4002d4718e13,433,349,151,452,146,[]
52698ff9-0470-47c7-b027-d9c9d4718e13,651,37,88,64,41,[]
5283a1d7-dae0-4d34-b38f-493cd4718e13,430,9,354,311,105,[]
5283aeaa-d9e4-46ec-a318-3a1ed4718e13,660,608,118,154,694,[]
5285d0df-8e34-4eed-8e5f-4ecdd4718e13,61,163,380,187,244,[]
52860e54-2358-4862-a854-47b5d4718e13,61,163,244,380,187,[]
528de178-be0c-4af4-9324-4fc8d4718e13,122,280,115,557,242,[]
528f575a-c6a8-4fdb-9bd7-4662d4718e13,154,218,646,526,430,[]
5294828a-9ac8-4f9e-8f75-4b14d4718e13,646,218,587,430,9,[]
529492c1-d5c8-48d0-b411-4410d4718e13,190,248,302,200,638,[]
52949cdf-6860-496a-83e1-4e3bd4718e13,473,354,302,683,212,[]
5294de89-09e8-482f-899e-4cfcd4718e13,582,537,286,244,683,[]
5295c09f-6f3c-479f-9407-46b8d4718e13,582,537,464,286,88,[]
5296fe22-a518-48c8-96bd-42e0d4718e13,452,218,5,587,151,[]
5298c2bc-7e58-4bef-9644-4607d4718e13,252,218,452,587,279,[]
5298c7b1-1aa4-4fe3-b8d6-412bd4718e13,651,37,41,46,691,[]
5298c8f2-2970-4d88-bc92-41e6d4718e13,218,646,587,430,532,[]
529b4474-3e0c-4090-8606-4519d4718e13,582,88,464,537,613,[]
529c3b23-0828-4903-9f75-4950d4718e13,154,452,304,526,55,[]
529c4713-0df0-4723-bb42-410cd4718e13,248,380,61,22,280,[]
529c56ba-5694-4862-8123-402ed4718e13,660,178,694,608,286,[]
529c5ee3-915c-479f-a7cf-427bd4718e13,218,587,151,167,355,[]
529dd13e-a880-4ef0-bf1a-4d84d4718e13,115,163,187,61,138,[]
52a0b0e9-0284-488a-a2be-4c43d4718e13,276,208,56,167,399,[]
52a1a6d3-39d0-457b-aeaf-416ed4718e13,248,327,332,190,612,[]
52a1c6e3-3fb4-4b34-9530-4c9bd4718e13,349,433,212,473,450,[]
52a1e381-8f04-422e-85f1-400ed4718e13,349,200,452,538,433,[]
52a2ba39-953c-4ca7-a2ae-4c9ed4718e13,582,537,464,613,88,[]
52a5b282-fbdc-42de-ae5f-4124d4718e13,61,380,163,187,105,[]
52a5e465-2b54-4275-a11a-407bd4718e13,332,646,430,508,280,[]
52a6e2f2-c948-4be4-915f-447ed4718e13,244,683,286,192,138,[]
52a6fff7-b4fc-4a73-90c2-4d71d4718e13,115,434,122,606,138,[]
52a7021a-5dac-4c41-add0-4db7d4718e13,38,118,651,153,154,[]
52a71c04-4818-4ac6-9d91-4c14d4718e13,208,332,614,445,603,[]
52a73f7b-fca4-43fd-9383-44ced4718e13,354,473,683,670,252,[]
52a74a17-f26c-4c98-be5c-4f8bd4718e13,64,88,37,452,391,[]
52a81864-567c-4110-9c59-476ed4718e13,251,452,683,550,252,[]
52a835a7-f018-4618-aab8-4f04d4718e13,360,464,322,212,192,[]
52a84234-8c00-440b-9630-44fed4718e13,195,623,200,18,172,[]
52a8939e-ea3c-4a82-9f9a-4b0fd4718e13,302,242,349,450,354,[]
52a9d586-d7a0-43f0-a3e9-4d64d4718e13,190,453,333,64,452,[]
52ab0a8b-5498-41a5-9bae-2b33d4718e13,217,425,248,36,371,[]
52aee82a-0470-46f7-b140-4c4ed4718e13,538,244,495,660,15,[]
52aeecb9-a2cc-4acd-a207-4f78d4718e13,178,377,276,312,107,[]
52b04720-5cf4-4b40-9ad3-48aed4718e13,660,608,694,332,178,[]
52b3fe26-61e8-4d11-93e0-4035d4718e13,473,64,88,212,391,[]
52c2e6ff-dc40-4d75-9875-429ed4718e13,276,464,56,122,528,[]
52c59f63-d684-4983-adeb-4273d4718e13,646,280,61,587,57,[]
52ceb7e4-f064-4ab6-b8c0-430dd4718e13,41,178,372,432,537,[]
52d01965-f260-41e3-aa9b-40cdd4718e13,154,118,153,649,12,[]
52d95981-254c-4108-9038-493ed4718e13,349,433,151,450,644,[]
52de8c01-714c-4e67-8eab-4721d4718e13,582,537,464,286,88,[]
52e0efc5-676c-4f57-9f45-4377d4718e13,651,37,46,287,673,[]
52e21c7f-6c58-40aa-bf06-9317d4718e13,105,252,251,279,502,[]
52e28dc9-3df0-4c68-8c0e-4acbd4718e13,452,252,5,221,151,[]
52e2984e-76e0-457d-95bc-4bb5d4718e13,464,122,644,276,582,[]
52e7940d-2478-4ad2-abd2-4a8dd4718e13,582,537,464,286,613,[]
52e799c4-cccc-44cd-9b41-40cad4718e13,608,178,694,447,660,[]
52f0cd02-1588-409f-aa30-4928d4718e13,651,37,46,41,691,[]
52f0fc6f-a04c-441c-a737-4b78d4718e13,349,433,200,452,354,[]
52f12121-1168-4b4b-aa69-4905d4718e13,115,122,242,339,434,[]
52f224a9-2384-499b-a474-4303d4718e13,302,638,139,248,190,[]
52f4da04-f9a0-4974-b093-4701d4718e13,397,395,151,169,167,[]
53063262-91dc-4f83-a2b9-4d6fd4718e13,122,582,60,464,312,[]
